,Dataset,Value,Method,Algorithm,Repetition
333,Petralia IRS,0.8666666666666667,"ACF, correlation only",ACF+SVC,5
334,Petralia IRS,0.7860119047619047,"ACF, correlation only",ACF+RF,5
335,Petralia IRS,0.9154761904761904,"ACF, correlation only",ACF+Ridge,5
336,Petralia IRS,0.8175595238095238,"ACF, correlation only",ACF+SVC,5
337,Petralia IRS,0.8833333333333333,"ACF, correlation only",ACF+RF,5
338,Petralia IRS,0.7821428571428571,"ACF, correlation only",ACF+Ridge,5
339,Petralia IRS,0.7444444444444445,"ACF, correlation only",ACF+SVC,5
340,Petralia IRS,0.7645833333333333,"ACF, correlation only",ACF+RF,5
341,Petralia IRS,0.8976190476190476,"ACF, correlation only",ACF+Ridge,5
342,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+SVC,5
343,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+RF,5
344,Petralia IRS,0.8487554112554112,"ACF, correlation only",ACF+Ridge,5
345,Petralia IRS,0.7594696969696969,"ACF, correlation only",ACF+SVC,5
346,Petralia IRS,0.8178030303030303,"ACF, correlation only",ACF+RF,5
347,Petralia IRS,0.9112554112554112,"ACF, correlation only",ACF+Ridge,5
348,Petralia IRS,0.8740530303030303,"ACF, correlation only",ACF+SVC,5
349,Petralia IRS,0.8214285714285714,"ACF, correlation only",ACF+RF,5
350,Petralia IRS,0.7672619047619047,"ACF, correlation only",ACF+Ridge,5
351,Petralia IRS,0.9571428571428571,"ACF, correlation only",ACF+SVC,5
352,Petralia IRS,0.8604166666666666,"ACF, correlation only",ACF+RF,5
353,Petralia IRS,0.8803030303030304,"ACF, correlation only",ACF+Ridge,5
354,Petralia IRS,0.6895833333333334,"ACF, correlation only",ACF+SVC,5
355,Petralia IRS,0.7505952380952381,"ACF, correlation only",ACF+RF,5
356,Petralia IRS,0.6808982683982684,"ACF, correlation only",ACF+Ridge,5
357,Petralia IRS,0.5431818181818182,"ACF, correlation only",ACF+SVC,5
358,Petralia IRS,0.551923076923077,"ACF, correlation only",ACF+RF,5
359,Petralia IRS,0.775,"ACF, correlation only",ACF+Ridge,5
360,Petralia IRS with Covariable,0.7440476190476191,"ACF, with covariable",ACF+SVC,6
361,Petralia IRS with Covariable,0.694047619047619,"ACF, with covariable",ACF+RF,6
362,Petralia IRS with Covariable,0.6892857142857143,"ACF, with covariable",ACF+Ridge,6
363,Petralia IRS with Covariable,0.929861111111111,"ACF, with covariable",ACF+SVC,6
364,Petralia IRS with Covariable,0.8291666666666666,"ACF, with covariable",ACF+RF,6
365,Petralia IRS with Covariable,0.9131944444444444,"ACF, with covariable",ACF+Ridge,6
366,Petralia IRS with Covariable,0.8797619047619047,"ACF, with covariable",ACF+SVC,6
367,Petralia IRS with Covariable,0.8515873015873017,"ACF, with covariable",ACF+RF,6
368,Petralia IRS with Covariable,0.7821428571428571,"ACF, with covariable",ACF+Ridge,6
369,Petralia IRS with Covariable,0.783080808080808,"ACF, with covariable",ACF+SVC,6
370,Petralia IRS with Covariable,0.7092490842490842,"ACF, with covariable",ACF+RF,6
371,Petralia IRS with Covariable,0.7979166666666666,"ACF, with covariable",ACF+Ridge,6
372,Petralia IRS with Covariable,0.9270833333333333,"ACF, with covariable",ACF+SVC,6
373,Petralia IRS with Covariable,1.0,"ACF, with covariable",ACF+RF,6
374,Petralia IRS with Covariable,0.7347222222222223,"ACF, with covariable",ACF+Ridge,6
375,Petralia IRS with Covariable,0.8738095238095238,"ACF, with covariable",ACF+SVC,6
376,Petralia IRS with Covariable,0.8178030303030303,"ACF, with covariable",ACF+RF,6
377,Petralia IRS with Covariable,0.9571428571428571,"ACF, with covariable",ACF+Ridge,6
378,Petralia IRS with Covariable,0.7166125541125541,"ACF, with covariable",ACF+SVC,6
379,Petralia IRS with Covariable,0.8277777777777778,"ACF, with covariable",ACF+RF,6
380,Petralia IRS with Covariable,0.8249458874458875,"ACF, with covariable",ACF+Ridge,6
381,Petralia IRS with Covariable,0.7374458874458875,"ACF, with covariable",ACF+SVC,6
382,Petralia IRS with Covariable,0.7964285714285714,"ACF, with covariable",ACF+RF,6
383,Petralia IRS with Covariable,0.6907196969696969,"ACF, with covariable",ACF+Ridge,6
384,Petralia IRS with Covariable,0.8708333333333333,"ACF, with covariable",ACF+SVC,6
385,Petralia IRS with Covariable,0.7749999999999999,"ACF, with covariable",ACF+RF,6
386,Petralia IRS with Covariable,0.8303030303030303,"ACF, with covariable",ACF+Ridge,6
387,Petralia IRS with Covariable,0.7154761904761905,"ACF, with covariable",ACF+SVC,6
388,Petralia IRS with Covariable,0.614423076923077,"ACF, with covariable",ACF+RF,6
389,Petralia IRS with Covariable,0.7791666666666666,"ACF, with covariable",ACF+Ridge,6
390,Petralia IRS,0.8166666666666667,"ACF, correlation only",ACF+SVC,6
391,Petralia IRS,0.8166666666666667,"ACF, correlation only",ACF+RF,6
392,Petralia IRS,0.6863095238095238,"ACF, correlation only",ACF+Ridge,6
393,Petralia IRS,0.8666666666666667,"ACF, correlation only",ACF+SVC,6
394,Petralia IRS,0.7625,"ACF, correlation only",ACF+RF,6
395,Petralia IRS,0.9154761904761904,"ACF, correlation only",ACF+Ridge,6
396,Petralia IRS,0.8488095238095238,"ACF, correlation only",ACF+SVC,6
397,Petralia IRS,0.8833333333333333,"ACF, correlation only",ACF+RF,6
398,Petralia IRS,0.7821428571428571,"ACF, correlation only",ACF+Ridge,6
399,Petralia IRS,0.7210317460317461,"ACF, correlation only",ACF+SVC,6
400,Petralia IRS,0.9027777777777777,"ACF, correlation only",ACF+RF,6
401,Petralia IRS,0.8111111111111111,"ACF, correlation only",ACF+Ridge,6
402,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+SVC,6
403,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+RF,6
404,Petralia IRS,0.8487554112554112,"ACF, correlation only",ACF+Ridge,6
405,Petralia IRS,0.8178030303030303,"ACF, correlation only",ACF+SVC,6
406,Petralia IRS,0.7202380952380952,"ACF, correlation only",ACF+RF,6
407,Petralia IRS,0.8988095238095237,"ACF, correlation only",ACF+Ridge,6
408,Petralia IRS,0.8624458874458875,"ACF, correlation only",ACF+SVC,6
409,Petralia IRS,0.8214285714285714,"ACF, correlation only",ACF+RF,6
410,Petralia IRS,0.7071428571428571,"ACF, correlation only",ACF+Ridge,6
411,Petralia IRS,0.8604166666666666,"ACF, correlation only",ACF+SVC,6
412,Petralia IRS,0.8604166666666666,"ACF, correlation only",ACF+RF,6
413,Petralia IRS,0.6461760461760462,"ACF, correlation only",ACF+Ridge,6
414,Petralia IRS,0.7458333333333333,"ACF, correlation only",ACF+SVC,6
415,Petralia IRS,0.7505952380952381,"ACF, correlation only",ACF+RF,6
416,Petralia IRS,0.7303030303030302,"ACF, correlation only",ACF+Ridge,6
417,Petralia IRS,0.5431818181818182,"ACF, correlation only",ACF+SVC,6
418,Petralia IRS,0.614423076923077,"ACF, correlation only",ACF+RF,6
419,Petralia IRS,0.6534090909090908,"ACF, correlation only",ACF+Ridge,6
420,Petralia IRS with Covariable,0.7440476190476191,"ACF, with covariable",ACF+SVC,7
421,Petralia IRS with Covariable,0.7833333333333333,"ACF, with covariable",ACF+RF,7
422,Petralia IRS with Covariable,0.8208333333333333,"ACF, with covariable",ACF+Ridge,7
423,Petralia IRS with Covariable,0.8395833333333333,"ACF, with covariable",ACF+SVC,7
424,Petralia IRS with Covariable,0.7964285714285715,"ACF, with covariable",ACF+RF,7
425,Petralia IRS with Covariable,0.9131944444444444,"ACF, with covariable",ACF+Ridge,7
426,Petralia IRS with Covariable,0.9142857142857143,"ACF, with covariable",ACF+SVC,7
427,Petralia IRS with Covariable,0.8515873015873017,"ACF, with covariable",ACF+RF,7
428,Petralia IRS with Covariable,0.7821428571428571,"ACF, with covariable",ACF+Ridge,7
429,Petralia IRS with Covariable,0.7219696969696969,"ACF, with covariable",ACF+SVC,7
430,Petralia IRS with Covariable,0.6259157509157509,"ACF, with covariable",ACF+RF,7
431,Petralia IRS with Covariable,0.8850649350649351,"ACF, with covariable",ACF+Ridge,7
432,Petralia IRS with Covariable,0.8798611111111111,"ACF, with covariable",ACF+SVC,7
433,Petralia IRS with Covariable,0.946969696969697,"ACF, with covariable",ACF+RF,7
434,Petralia IRS with Covariable,0.7892857142857144,"ACF, with covariable",ACF+Ridge,7
435,Petralia IRS with Covariable,0.8803030303030304,"ACF, with covariable",ACF+SVC,7
436,Petralia IRS with Covariable,0.8445887445887446,"ACF, with covariable",ACF+RF,7
437,Petralia IRS with Covariable,0.9154761904761906,"ACF, with covariable",ACF+Ridge,7
438,Petralia IRS with Covariable,0.7166125541125541,"ACF, with covariable",ACF+SVC,7
439,Petralia IRS with Covariable,0.8553030303030302,"ACF, with covariable",ACF+RF,7
440,Petralia IRS with Covariable,0.8708333333333333,"ACF, with covariable",ACF+Ridge,7
441,Petralia IRS with Covariable,0.8904761904761904,"ACF, with covariable",ACF+SVC,7
442,Petralia IRS with Covariable,0.9020833333333333,"ACF, with covariable",ACF+RF,7
443,Petralia IRS with Covariable,0.6907196969696969,"ACF, with covariable",ACF+Ridge,7
444,Petralia IRS with Covariable,0.7761363636363636,"ACF, with covariable",ACF+SVC,7
445,Petralia IRS with Covariable,0.6458333333333333,"ACF, with covariable",ACF+RF,7
446,Petralia IRS with Covariable,0.7303030303030302,"ACF, with covariable",ACF+Ridge,7
447,Petralia IRS with Covariable,0.7117424242424242,"ACF, with covariable",ACF+SVC,7
448,Petralia IRS with Covariable,0.7348484848484849,"ACF, with covariable",ACF+RF,7
449,Petralia IRS with Covariable,0.7791666666666666,"ACF, with covariable",ACF+Ridge,7
450,Petralia IRS,0.8166666666666667,"ACF, correlation only",ACF+SVC,7
451,Petralia IRS,0.7398809523809524,"ACF, correlation only",ACF+RF,7
452,Petralia IRS,0.6863095238095238,"ACF, correlation only",ACF+Ridge,7
453,Petralia IRS,0.9182539682539683,"ACF, correlation only",ACF+SVC,7
454,Petralia IRS,0.8633928571428571,"ACF, correlation only",ACF+RF,7
455,Petralia IRS,0.9258928571428571,"ACF, correlation only",ACF+Ridge,7
456,Petralia IRS,0.8488095238095238,"ACF, correlation only",ACF+SVC,7
457,Petralia IRS,0.8515873015873017,"ACF, correlation only",ACF+RF,7
458,Petralia IRS,0.7821428571428571,"ACF, correlation only",ACF+Ridge,7
459,Petralia IRS,0.9444444444444444,"ACF, correlation only",ACF+SVC,7
460,Petralia IRS,0.8849206349206349,"ACF, correlation only",ACF+RF,7
461,Petralia IRS,0.7166666666666667,"ACF, correlation only",ACF+Ridge,7
462,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+SVC,7
463,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+RF,7
464,Petralia IRS,0.7612554112554113,"ACF, correlation only",ACF+Ridge,7
465,Petralia IRS,0.7594696969696969,"ACF, correlation only",ACF+SVC,7
466,Petralia IRS,0.5619047619047619,"ACF, correlation only",ACF+RF,7
467,Petralia IRS,0.8988095238095237,"ACF, correlation only",ACF+Ridge,7
468,Petralia IRS,0.8624458874458875,"ACF, correlation only",ACF+SVC,7
469,Petralia IRS,0.90625,"ACF, correlation only",ACF+RF,7
470,Petralia IRS,0.7672619047619047,"ACF, correlation only",ACF+Ridge,7
471,Petralia IRS,0.8604166666666666,"ACF, correlation only",ACF+SVC,7
472,Petralia IRS,0.908080808080808,"ACF, correlation only",ACF+RF,7
473,Petralia IRS,0.8414141414141414,"ACF, correlation only",ACF+Ridge,7
474,Petralia IRS,0.7303030303030302,"ACF, correlation only",ACF+SVC,7
475,Petralia IRS,0.8833333333333333,"ACF, correlation only",ACF+RF,7
476,Petralia IRS,0.7303030303030302,"ACF, correlation only",ACF+Ridge,7
477,Petralia IRS,0.5375,"ACF, correlation only",ACF+SVC,7
478,Petralia IRS,0.6208333333333333,"ACF, correlation only",ACF+RF,7
479,Petralia IRS,0.7617424242424242,"ACF, correlation only",ACF+Ridge,7
480,Petralia IRS with Covariable,0.7440476190476191,"ACF, with covariable",ACF+SVC,8
481,Petralia IRS with Covariable,0.8166666666666667,"ACF, with covariable",ACF+RF,8
482,Petralia IRS with Covariable,0.6892857142857143,"ACF, with covariable",ACF+Ridge,8
483,Petralia IRS with Covariable,0.9015873015873015,"ACF, with covariable",ACF+SVC,8
484,Petralia IRS with Covariable,0.8354166666666667,"ACF, with covariable",ACF+RF,8
485,Petralia IRS with Covariable,0.9131944444444444,"ACF, with covariable",ACF+Ridge,8
486,Petralia IRS with Covariable,0.9154761904761904,"ACF, with covariable",ACF+SVC,8
487,Petralia IRS with Covariable,0.8515873015873017,"ACF, with covariable",ACF+RF,8
488,Petralia IRS with Covariable,0.7821428571428571,"ACF, with covariable",ACF+Ridge,8
489,Petralia IRS with Covariable,0.746969696969697,"ACF, with covariable",ACF+SVC,8
490,Petralia IRS with Covariable,0.6884157509157509,"ACF, with covariable",ACF+RF,8
491,Petralia IRS with Covariable,0.7979166666666666,"ACF, with covariable",ACF+Ridge,8
492,Petralia IRS with Covariable,0.9253968253968254,"ACF, with covariable",ACF+SVC,8
493,Petralia IRS with Covariable,0.8777777777777778,"ACF, with covariable",ACF+RF,8
494,Petralia IRS with Covariable,0.7694444444444444,"ACF, with covariable",ACF+Ridge,8
495,Petralia IRS with Covariable,0.8738095238095238,"ACF, with covariable",ACF+SVC,8
496,Petralia IRS with Covariable,0.7362554112554113,"ACF, with covariable",ACF+RF,8
497,Petralia IRS with Covariable,0.9154761904761906,"ACF, with covariable",ACF+Ridge,8
498,Petralia IRS with Covariable,0.6808982683982684,"ACF, with covariable",ACF+SVC,8
499,Petralia IRS with Covariable,0.7958333333333334,"ACF, with covariable",ACF+RF,8
500,Petralia IRS with Covariable,0.8113095238095238,"ACF, with covariable",ACF+Ridge,8
501,Petralia IRS with Covariable,0.8541666666666666,"ACF, with covariable",ACF+SVC,8
502,Petralia IRS with Covariable,0.9020833333333333,"ACF, with covariable",ACF+RF,8
503,Petralia IRS with Covariable,0.6907196969696969,"ACF, with covariable",ACF+Ridge,8
504,Petralia IRS with Covariable,0.8803030303030304,"ACF, with covariable",ACF+SVC,8
505,Petralia IRS with Covariable,0.6833333333333333,"ACF, with covariable",ACF+RF,8
506,Petralia IRS with Covariable,0.7303030303030302,"ACF, with covariable",ACF+Ridge,8
507,Petralia IRS with Covariable,0.614423076923077,"ACF, with covariable",ACF+SVC,8
508,Petralia IRS with Covariable,0.6708333333333334,"ACF, with covariable",ACF+RF,8
509,Petralia IRS with Covariable,0.7791666666666666,"ACF, with covariable",ACF+Ridge,8
510,Petralia IRS,0.7708333333333333,"ACF, correlation only",ACF+SVC,8
511,Petralia IRS,0.8708333333333333,"ACF, correlation only",ACF+RF,8
512,Petralia IRS,0.7890873015873016,"ACF, correlation only",ACF+Ridge,8
513,Petralia IRS,0.8297619047619047,"ACF, correlation only",ACF+SVC,8
514,Petralia IRS,0.8529761904761906,"ACF, correlation only",ACF+RF,8
515,Petralia IRS,0.9154761904761904,"ACF, correlation only",ACF+Ridge,8
516,Petralia IRS,0.8833333333333333,"ACF, correlation only",ACF+SVC,8
517,Petralia IRS,0.7890873015873017,"ACF, correlation only",ACF+RF,8
518,Petralia IRS,0.8258928571428572,"ACF, correlation only",ACF+Ridge,8
519,Petralia IRS,0.7210317460317461,"ACF, correlation only",ACF+SVC,8
520,Petralia IRS,0.7930555555555555,"ACF, correlation only",ACF+RF,8
521,Petralia IRS,0.7166666666666667,"ACF, correlation only",ACF+Ridge,8
522,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+SVC,8
523,Petralia IRS,0.9404761904761905,"ACF, correlation only",ACF+RF,8
524,Petralia IRS,0.8070887445887446,"ACF, correlation only",ACF+Ridge,8
525,Petralia IRS,0.7594696969696969,"ACF, correlation only",ACF+SVC,8
526,Petralia IRS,0.8178030303030303,"ACF, correlation only",ACF+RF,8
527,Petralia IRS,0.9571428571428571,"ACF, correlation only",ACF+Ridge,8
528,Petralia IRS,0.8624458874458875,"ACF, correlation only",ACF+SVC,8
529,Petralia IRS,0.8214285714285714,"ACF, correlation only",ACF+RF,8
530,Petralia IRS,0.8058982683982685,"ACF, correlation only",ACF+Ridge,8
531,Petralia IRS,0.8944444444444444,"ACF, correlation only",ACF+SVC,8
532,Petralia IRS,0.7979166666666666,"ACF, correlation only",ACF+RF,8
533,Petralia IRS,0.7803030303030303,"ACF, correlation only",ACF+Ridge,8
534,Petralia IRS,0.771969696969697,"ACF, correlation only",ACF+SVC,8
535,Petralia IRS,0.775,"ACF, correlation only",ACF+RF,8
536,Petralia IRS,0.7303030303030302,"ACF, correlation only",ACF+Ridge,8
537,Petralia IRS,0.614423076923077,"ACF, correlation only",ACF+SVC,8
538,Petralia IRS,0.5583333333333333,"ACF, correlation only",ACF+RF,8
539,Petralia IRS,0.7791666666666666,"ACF, correlation only",ACF+Ridge,8
540,Petralia IRS with Covariable,0.7440476190476191,"ACF, with covariable",ACF+SVC,9
541,Petralia IRS with Covariable,0.8166666666666667,"ACF, with covariable",ACF+RF,9
542,Petralia IRS with Covariable,0.8154761904761905,"ACF, with covariable",ACF+Ridge,9
543,Petralia IRS with Covariable,0.9015873015873015,"ACF, with covariable",ACF+SVC,9
544,Petralia IRS with Covariable,0.7842261904761905,"ACF, with covariable",ACF+RF,9
545,Petralia IRS with Covariable,0.9131944444444444,"ACF, with covariable",ACF+Ridge,9
546,Petralia IRS with Covariable,0.95,"ACF, with covariable",ACF+SVC,9
547,Petralia IRS with Covariable,0.8833333333333333,"ACF, with covariable",ACF+RF,9
548,Petralia IRS with Covariable,0.7821428571428571,"ACF, with covariable",ACF+Ridge,9
549,Petralia IRS with Covariable,0.6669871794871796,"ACF, with covariable",ACF+SVC,9
550,Petralia IRS with Covariable,0.6884157509157509,"ACF, with covariable",ACF+RF,9
551,Petralia IRS with Covariable,0.7979166666666666,"ACF, with covariable",ACF+Ridge,9
552,Petralia IRS with Covariable,0.8798611111111111,"ACF, with covariable",ACF+SVC,9
553,Petralia IRS with Covariable,0.9444444444444444,"ACF, with covariable",ACF+RF,9
554,Petralia IRS with Covariable,0.7694444444444444,"ACF, with covariable",ACF+Ridge,9
555,Petralia IRS with Covariable,0.8445887445887446,"ACF, with covariable",ACF+SVC,9
556,Petralia IRS with Covariable,0.771969696969697,"ACF, with covariable",ACF+RF,9
557,Petralia IRS with Covariable,0.9571428571428571,"ACF, with covariable",ACF+Ridge,9
558,Petralia IRS with Covariable,0.725,"ACF, with covariable",ACF+SVC,9
559,Petralia IRS with Covariable,0.8041666666666667,"ACF, with covariable",ACF+RF,9
560,Petralia IRS with Covariable,0.8708333333333333,"ACF, with covariable",ACF+Ridge,9
561,Petralia IRS with Covariable,0.8541666666666666,"ACF, with covariable",ACF+SVC,9
562,Petralia IRS with Covariable,0.8242063492063492,"ACF, with covariable",ACF+RF,9
563,Petralia IRS with Covariable,0.6874458874458874,"ACF, with covariable",ACF+Ridge,9
564,Petralia IRS with Covariable,0.7344696969696969,"ACF, with covariable",ACF+SVC,9
565,Petralia IRS with Covariable,0.6416666666666666,"ACF, with covariable",ACF+RF,9
566,Petralia IRS with Covariable,0.7303030303030302,"ACF, with covariable",ACF+Ridge,9
567,Petralia IRS with Covariable,0.7159090909090909,"ACF, with covariable",ACF+SVC,9
568,Petralia IRS with Covariable,0.6265151515151515,"ACF, with covariable",ACF+RF,9
569,Petralia IRS with Covariable,0.7617424242424242,"ACF, with covariable",ACF+Ridge,9
570,Petralia IRS,0.8432539682539681,"ACF, correlation only",ACF+SVC,9
571,Petralia IRS,0.7398809523809524,"ACF, correlation only",ACF+RF,9
572,Petralia IRS,0.7791125541125541,"ACF, correlation only",ACF+Ridge,9
573,Petralia IRS,0.8666666666666667,"ACF, correlation only",ACF+SVC,9
574,Petralia IRS,0.8666666666666667,"ACF, correlation only",ACF+RF,9
575,Petralia IRS,0.9258928571428571,"ACF, correlation only",ACF+Ridge,9
576,Petralia IRS,0.8488095238095238,"ACF, correlation only",ACF+SVC,9
577,Petralia IRS,0.7890873015873017,"ACF, correlation only",ACF+RF,9
578,Petralia IRS,0.9154761904761904,"ACF, correlation only",ACF+Ridge,9
579,Petralia IRS,0.7444444444444445,"ACF, correlation only",ACF+SVC,9
580,Petralia IRS,0.7645833333333333,"ACF, correlation only",ACF+RF,9
581,Petralia IRS,0.9083333333333333,"ACF, correlation only",ACF+Ridge,9
